fname,label
FingerSnap02.wav,Western and Latin Percussion
FingerSnap01.wav,Western and Latin Percussion
clangy-bell.wav,Western and Latin Percussion
pretty-voxy-tone.wav,Vocal
choir-a-chord-loop.wav,Vocal
vox-synth-low.wav,Vocal
figgiaocci-high-elves-chord-1.wav,Vocal
vocal-howling-flangespace.wav,Vocal
vocoder-voxy-loop.wav,Vocal
figgiaocci-high-elves-chord-2.wav,Vocal
jazz-7th-pad.wav,Pads
ambient-dreamscape.wav,Pads
moody-pad.wav,Pads
floaty-hipass-chorus-note.wav,Pads
alien-monolith-pad.wav,Pads
big-rowdy-pad.wav,Pads
bladerunnery-pad.wav,Pads
space-tone.wav,Pads
heaven-pad.wav,Pads
heaven-pad2.wav,Pads
shifted-glass-c-min.wav,Pads
ethno-harmonic-pad.wav,Pads
mks-pad-9.wav,Pads
thick-7th-synth-loop.wav,Pads
gentle-reversed-crackle-5th-synth.wav,Pads
gentle-spooky-pad.wav,Pads
mystery-cluster-pad.wav,Pads
key2.wav,Pads
very-unstable-pad-noise.wav,Pads
pad_transcendent-8.wav,Pads
pad_transcendent-9.wav,Pads
minor-cave-pad.wav,Pads
pad_transcendent-15.wav,Pads
mks-pad-1.wav,Pads
mks-pad-14.wav,Pads
mks-pad-15.wav,Pads
thick-scratchy-pad.wav,Pads
chopper-pad.wav,Pads
pad_transcendent-14.wav,Pads
dark-contemplative-pad.wav,Pads
pad_transcendent-7.wav,Pads
mks-pad-2.wav,Pads
mks-pad-16.wav,Pads
mks-pad-3.wav,Pads
golden-dawn-reverse-in.wav,Pads
pad_transcendent-13.wav,Pads
mks-pad-7.wav,Pads
mks-pad-12.wav,Pads
mks-pad-13.wav,Pads
mks-pad-6.wav,Pads
pad_transcendent-12.wav,Pads
gliding-fx-pad.wav,Pads
thick-deep-dream-pad.wav,Pads
reverse-pad-sweep.wav,Pads
pad_transcendent-1.wav,Pads
pad_transcendent-10.wav,Pads
mks-pad-4.wav,Pads
mks-pad-11.wav,Pads
mks-pad-10.wav,Pads
mks-pad-5.wav,Pads
pad_transcendent-11.wav,Pads
one-bright-pad.wav,Pads
nice-minor-breathy-chord.wav,Pads
dissonant-chime-pad.wav,Pads
super-lush-thick-ambient-pad-loop.wav,Pads
matrix-load-pad.wav,Pads
nice-minor-bright-pad.wav,Pads
fatsaw.wav,Synth
wobble-synth.wav,Synth
pluck-wave-guitar-loop.wav,Synth
lightgrid-synth-chord.wav,Synth
sh101-tone-3.wav,Synth
huge-harmonics-synth.wav,Synth
sh101-tone-2.wav,Synth
resonant-sh101-tone.wav,Synth
mini-moog-low-c.wav,Synth
hard-kick-synth.wav,Synth
super-narrowpass-gongy-synth.wav,Synth
sh101-tone-1.wav,Synth
static-buzz-hit.wav,Synth
annoying-saw-filter-synth.wav,Synth
froggy-echo-bass.wav,Synth
hard-pummeling-synth.wav,Synth
bendy-resonance-synth.wav,Synth
notch-pass-synth.wav,Synth
push-that-synth-chord.wav,Synth
one-last-gasp-synth-fade.wav,Synth
lightgrid-chord-looping.wav,Synth
lightgrid-chord-plucky.wav,Synth
thick-warbling-synth-A2.wav,Synth
gnarly-mosquito-tone.wav,Synth
thick-warbling-synth-A3.wav,Synth
descending-wobble-synth-hard.wav,Synth
thick-warbling-synth-A1.wav,Synth
bright-fat-synth.wav,Synth
phatphat-synth.wav,Synth
nice-chord.wav,Synth
siren-percussion.wav,Synth
synth-fade-in.wav,Synth
huge-tone-synth.wav,Synth
rumble-string.wav,Synth
hi-energy-synth-loop.wav,Synth
blash-chea-vox.wav,Voice
woah.wav,Voice
koo.wav,Voice
eow.wav,Voice
hey.wav,Voice
silly-hooooo.wav,Voice
eh.wav,Voice
male-hey.wav,Voice
woo.wav,Voice
haa.wav,Voice
sexy-ahh.wav,Voice
hoo.wav,Voice
mista-dj-vox.wav,Voice
ehh.wav,Voice
viking-he-yahhhh.wav,Voice
how.wav,Voice
errryah.wav,Voice
heh-ooom.wav,Voice
roboty-wrop-vox-hit.wav,Voice
oobah.wav,Voice
what-1.wav,Voice
hie.wav,Voice
what-2.wav,Voice
what-3.wav,Voice
Vc-clap.wav,Claps
Strg-clap.wav,Claps
cleap-real-2-verb3cleap-real.wav,Claps
noise-clap.wav,Claps
thin-wispy-clap.wav,Claps
percussion-clap.wav,Claps
Clap808.wav,Claps
CP_set5.wav,Claps
cleap-real-1-verb3cleap-real.wav,Claps
Nc-clap.wav,Claps
Ug-clap.wav,Claps
Hnd-clap2.wav,Claps
CP_set4.wav,Claps
Crk-clap.wav,Claps
Sm-clap.wav,Claps
Thk-clap3.wav,Claps
Thk-clap2.wav,Claps
pop-clap.wav,Claps
CP_set1.wav,Claps
CP_set3.wav,Claps
Mpl-clap.wav,Claps
squeezle-clap.wav,Claps
Thk-clap1.wav,Claps
CP_set2.wav,Claps
divine-clap-ring.wav,Claps
thick-big-clap.wav,Claps
hardhard-clap.wav,Claps
Osc-clap.wav,Claps
Hardclap.wav,Claps
cleap-real-1cleap-real.wav,Claps
sharp-hard-clap.wav,Claps
Gated-Clap.wav,Claps
Phn-clap.wav,Claps
cleap-real-5cleap-real.wav,Claps
mega-clap.wav,Claps
Sml-clap2.wav,Claps
Wsh-clap4.wav,Claps
pong-verb-clap.wav,Claps
Snp-clap.wav,Claps
clap10.wav,Claps
Wsh-clap5.wav,Claps
Sml-clap3.wav,Claps
Pil-clap.wav,Claps
Sml-clap1.wav,Claps
Lad-clap.wav,Claps
Ol-clap.wav,Claps
Bg-clap.wav,Claps
Wsh-clap2.wav,Claps
real-room-clap.wav,Claps
Tw-clap.wav,Claps
Wsh-clap3.wav,Claps
s14-clap.wav,Claps
Wsh-clap1.wav,Claps
clap.wav,Claps
Clap2.wav,Claps
Vrb-clap2.wav,Claps
cleap-real-1-verb1cleap-real.wav,Claps
Vrb-clap1.wav,Claps
cleap-real-3-verb1cleap-real.wav,Claps
muted-clap.wav,Claps
707-clap.wav,Claps
cleap-real-4-verb2cleap-real.wav,Claps
cleap-real-2-verb2cleap-real.wav,Claps
cleap-real-4-verb1cleap-real.wav,Claps
cleap-real-3-verb2cleap-real.wav,Claps
big-verby-clap.wav,Claps
cleap-real-1-verb2cleap-real.wav,Claps
HandClap.wav,Claps
Mxr-clap.wav,Claps
hrcsnare-7.wav,Snares
ec-sn029.wav,Snares
ec-sn015.wav,Snares
ec-sn001.wav,Snares
ec-sn014.wav,Snares
ec-sn028.wav,Snares
hrcsnare44.wav,Snares
hrcsnare137.wav,Snares
hrcsnare-6.wav,Snares
hrcsnare-4.wav,Snares
hrcsnare52.wav,Snares
ec-sn002.wav,Snares
ec-sn016.wav,Snares
ec-sn017.wav,Snares
ec-sn003.wav,Snares
hrcsnare47.wav,Snares
hrcsnare53.wav,Snares
hrcsnare134.wav,Snares
hrcsnare-5.wav,Snares
brass-sd-soft.wav,Snares
hrcsnare57.wav,Snares
ec-sn007.wav,Snares
ec-sn013.wav,Snares
hrcsnare285.wav,Snares
hrcsnare290.wav,Snares
cross-stick-sd.wav,Snares
ec-sn012.wav,Snares
ec-sn006.wav,Snares
hrcsnare56.wav,Snares
hrcsnare-2.wav,Snares
hrcsnare54.wav,Snares
ec-sn010.wav,Snares
ec-sn004.wav,Snares
hrcsnare-41.wav,Snares
ec-sn038.wav,Snares
hrcsnare286.wav,Snares
ec-sn039.wav,Snares
hrcsnare-40.wav,Snares
ec-sn005.wav,Snares
ec-sn011.wav,Snares
hrcsnare55.wav,Snares
hrcsnare-3.wav,Snares
hrcsnare155.wav,Snares
brass-sd2.wav,Snares
ec-sn089.wav,Snares
hrcsnare-27.wav,Snares
hrcsnare-33.wav,Snares
ec-sn076.wav,Snares
ec-sn062.wav,Snares
ec-sn063.wav,Snares
ec-sn077.wav,Snares
hrcsnare-32.wav,Snares
hrcsnare-26.wav,Snares
ellis_vanghoul-porno_snare.wav,Snares
hrcsnare33.wav,Snares
ec-sn088.wav,Snares
hrcsnare183.wav,Snares
hrcsnare140.wav,Snares
hrcsnare154.wav,Snares
hrcsnare168.wav,Snares
hrcsnare156.wav,Snares
hrcsnare25.wav,Snares
hrcsnare-30.wav,Snares
hrcsnare-24.wav,Snares
ec-sn049.wav,Snares
ec-sn061.wav,Snares
hrcsnarejo.wav,Snares
hrcsnare-18.wav,Snares
ec-sn075.wav,Snares
hrcsnare-19.wav,Snares
ec-sn074.wav,Snares
ec-sn060.wav,Snares
hrcsnare-25.wav,Snares
ec-sn048.wav,Snares
hrcsnare-31.wav,Snares
hrcsnare194.wav,Snares
hrcsnare153.wav,Snares
hrcsnare184.wav,Snares
ec-sn064.wav,Snares
ec-sn070.wav,Snares
hrcsnare-35.wav,Snares
ec-sn058.wav,Snares
hrcsnare-21.wav,Snares
brass-sd.wav,Snares
hrcsnare-20.wav,Snares
hrcsnarejo2.wav,Snares
hrcsnare-34.wav,Snares
ec-sn059.wav,Snares
ec-sn071.wav,Snares
ec-sn065.wav,Snares
hrcsnare185.wav,Snares
hrcsnare152.wav,Snares
hrcsnare193.wav,Snares
ec-sn098.wav,Snares
hrcsnare37.wav,Snares
ec-sn073.wav,Snares
ec-sn067.wav,Snares
hrcsnare-22.wav,Snares
hrcsnare-36.wav,Snares
hrcsnare-37.wav,Snares
hrcsnare-23.wav,Snares
hip-hop-musical-snare.wav,Snares
ec-sn066.wav,Snares
ec-sn072.wav,Snares
ec-sn099.wav,Snares
hrcsnare186.wav,Snares
hrcsnare151.wav,Snares
hrcsnare160.wav,Snares
ec-sn094.wav,Snares
ec-sn080.wav,Snares
hrcsnare-12.wav,Snares
ec-sn057.wav,Snares
ec-sn043.wav,Snares
hrcsnare202.wav,Snares
hrcsnare203.wav,Snares
ec-sn042.wav,Snares
ec-sn056.wav,Snares
hrcsnare-13.wav,Snares
ec-sn081.wav,Snares
ec-sn095.wav,Snares
hrcsnare188.wav,Snares
hrcsnare10.wav,Snares
ec-sn083.wav,Snares
ec-sn097.wav,Snares
hrcsnare-11.wav,Snares
metal-sd2.wav,Snares
ec-sn068.wav,Snares
ec-sn040.wav,Snares
hrcsnare-39.wav,Snares
ec-sn054.wav,Snares
hrcsnare-buzz02.wav,Snares
hrcsnare200.wav,Snares
hrcsnare-buzz03.wav,Snares
hrcsnare-38.wav,Snares
ec-sn055.wav,Snares
ec-sn041.wav,Snares
metal-sd3.wav,Snares
ec-sn069.wav,Snares
hrcsnare-10.wav,Snares
ec-sn096.wav,Snares
ec-sn082.wav,Snares
hrcsnare2.wav,Snares
hrcsnare199.wav,Snares
ec-sn086.wav,Snares
ec-sn092.wav,Snares
hrcsnare-28.wav,Snares
ec-sn045.wav,Snares
ec-sn051.wav,Snares
hrcsnare-14.wav,Snares
ec-sn079.wav,Snares
verby-slap-thing.wav,Snares
hrcsnare-15.wav,Snares
ec-sn078.wav,Snares
ec-sn050.wav,Snares
hrcsnare-29.wav,Snares
ec-sn044.wav,Snares
hrcsnare14.wav,Snares
ec-sn093.wav,Snares
ec-sn087.wav,Snares
hrcsnare3.wav,Snares
hrcsnare1.wav,Snares
ec-sn091.wav,Snares
ec-sn085.wav,Snares
ec-sn052.wav,Snares
ec-sn046.wav,Snares
metal-sd4.wav,Snares
hrcsnare-17.wav,Snares
hrcsnare-buzz04.wav,Snares
chomp-snare.wav,Snares
hrcsnare.wav,Snares
hrcsnare-buzz05.wav,Snares
hrcsnare-16.wav,Snares
ec-sn047.wav,Snares
ec-sn053.wav,Snares
ec-sn084.wav,Snares
ec-sn090.wav,Snares
hrcsnare58.wav,Snares
ec-sn008.wav,Snares
ec-sn034.wav,Snares
ec-sn020.wav,Snares
hrcsnare274.wav,Snares
ec-sn021.wav,Snares
ec-sn035.wav,Snares
ec-sn009.wav,Snares
metal-sd.wav,Snares
ec-sn023.wav,Snares
ec-sn037.wav,Snares
hollow-snare.wav,Snares
ec-sn036.wav,Snares
ec-sn022.wav,Snares
useful-snare.wav,Snares
double-snare.wav,Snares
hrcsnare111.wav,Snares
hrcsnare-8.wav,Snares
hrcsnare139.wav,Snares
chunky-big-snare1.wav,Snares
ec-sn026.wav,Snares
ec-sn032.wav,Snares
ec-sn033.wav,Snares
ec-sn027.wav,Snares
hrcsnare-9.wav,Snares
hrcsnare106.wav,Snares
hrcsnare49.wav,Snares
chunky-big-snare2.wav,Snares
ec-sn031.wav,Snares
ec-sn025.wav,Snares
ec-sn019.wav,Snares
hrcsnare270.wav,Snares
ec-sn018.wav,Snares
ec-sn024.wav,Snares
ec-sn030.wav,Snares
hrcsnare60.wav,Snares
hrcsnare48.wav,Snares
bass-blast-vox-hit.wav,Melodic Stabs and Hits
gentle-orchestra-hit.wav,Melodic Stabs and Hits
stab-satisfying-9.wav,Melodic Stabs and Hits
one-staggered-epiano-chord.wav,Melodic Stabs and Hits
stab-satisfying-8.wav,Melodic Stabs and Hits
dark-horn-stab.wav,Melodic Stabs and Hits
epiano-riff.wav,Melodic Stabs and Hits
think-punch.wav,Melodic Stabs and Hits
hard-blurp.wav,Melodic Stabs and Hits
voxy-two-tone-hit.wav,Melodic Stabs and Hits
guitar-echo-out-1.wav,Melodic Stabs and Hits
disco-synth-stab.wav,Melodic Stabs and Hits
wronger-rave-hit.wav,Melodic Stabs and Hits
guitar-echo-out-2.wav,Melodic Stabs and Hits
stab-satisfying-3.wav,Melodic Stabs and Hits
stab-satisfying-11.wav,Melodic Stabs and Hits
stab-satisfying-10.wav,Melodic Stabs and Hits
stab-satisfying-2.wav,Melodic Stabs and Hits
stab-satisfying-12.wav,Melodic Stabs and Hits
stab-satisfying-1.wav,Melodic Stabs and Hits
stab-satisfying-5.wav,Melodic Stabs and Hits
stab-satisfying-4.wav,Melodic Stabs and Hits
one-staggered-epiano-chord-2.wav,Melodic Stabs and Hits
one-gentle-epiano-hit.wav,Melodic Stabs and Hits
guitar-one-wah-woot.wav,Melodic Stabs and Hits
stab-satisfying-6.wav,Melodic Stabs and Hits
stab-satisfying-7.wav,Melodic Stabs and Hits
native-flute-tremelo.wav,Flutes
native-flute-4.wav,Flutes
flutey-echo-intro-blast.wav,Flutes
native-flute-3.wav,Flutes
native-flute-2.wav,Flutes
flutter-flute-1.wav,Flutes
native-flute-high.wav,Flutes
native-flute-1.wav,Flutes
flutter-flute-2.wav,Flutes
rhythmlab-flute_shot06.wav,Flutes
verby-bamboo-flute-4.wav,Flutes
verby-bamboo-flute-5.wav,Flutes
asia-flutey-blast.wav,Flutes
fluter-flutter.wav,Flutes
verby-bamboo-flute-2.wav,Flutes
verby-bamboo-flute-3.wav,Flutes
verby-bamboo-flute-1.wav,Flutes
guitar-growing-from-the-earth.wav,Guitars
guitar-drone-into-feedback.wav,Guitars
straight-up-guitarlick-16.wav,Guitars
straight-up-guitarlick-17.wav,Guitars
long-reverse-c-chord.wav,Guitars
guitar-onenote-vibro-fuzzy.wav,Guitars
grizzly-twotone-guitarnote.wav,Guitars
straight-up-guitarlick-15.wav,Guitars
pig-squealing-guitar.wav,Guitars
straight-up-guitarlick-14.wav,Guitars
straight-up-guitarlick-10.wav,Guitars
straight-up-guitarlick-11.wav,Guitars
one-big-guitar-feedback.wav,Guitars
open-guitar-tapping.wav,Guitars
straight-up-guitarlick-13.wav,Guitars
straight-up-guitarlick-12.wav,Guitars
straight-up-guitarlick-3.wav,Guitars
straight-up-guitarlick-2.wav,Guitars
guitar-a-bar-chord-distorted.wav,Guitars
guitar-overloaded-pluck.wav,Guitars
straight-up-guitarlick-1.wav,Guitars
mellow-guitar-chord-1.wav,Guitars
straight-up-guitarlick-5.wav,Guitars
straight-up-guitarlick-4.wav,Guitars
mellow-guitar-chord-2.wav,Guitars
straight-up-guitarlick-6.wav,Guitars
straight-up-guitarlick-7.wav,Guitars
mellow-guitar-chord-3.wav,Guitars
never-ending-guitar.wav,Guitars
guitar-e-bowed-loop.wav,Guitars
straight-up-guitarlick-9.wav,Guitars
straight-up-guitarlick-8.wav,Guitars
guitar-onenote-fuzzy.wav,Guitars
wah.wav,Guitars
disco-guitar-notes-1.wav,Guitars
feedback-eat-my-carpet-ride.wav,Guitars
feedback-eat-my-brain.wav,Guitars
disco-guitar-notes-2.wav,Guitars
disco-guitar-notes-3.wav,Guitars
harmonic-dive-bomb-guitar.wav,Guitars
one-perfect-retro-guitar-chord.wav,Guitars
far-off-string-clunk.wav,Guitars
far-off-guitar-chord.wav,Guitars
flangenoisestrumthing.wav,Guitars
ambient-bell-guitar.wav,Guitars
fuzzy-slide-guitar-3.wav,Guitars
fuzzy-slide-guitar-2.wav,Guitars
strummy-g7-guitar.wav,Guitars
freaky-guitar-burstbend.wav,Guitars
big-distorted-G.wav,Guitars
fuzzy-slide-guitar-1.wav,Guitars
sax-squeal-tore-my-brains-out.wav,Horns
brass-funk-punches.wav,Horns
horn-section-godown.wav,Horns
avenger-horn.wav,Horns
mournful-horn.wav,Horns
crescendo-stab.wav,Horns
drop-kick-012b.wav,Punches Hits Discoblasts
minor-synth-stab-hit.wav,Punches Hits Discoblasts
suspense-movie-punch.wav,Punches Hits Discoblasts
kool-hit.wav,Punches Hits Discoblasts
britney-stab.wav,Punches Hits Discoblasts
philly-horn-hit.wav,Punches Hits Discoblasts
orchestrahit.wav,Punches Hits Discoblasts
mellow-stab.wav,Punches Hits Discoblasts
